,MH63_germfree2,MH63_germfree3,MH63_microbiota1,MH63_microbiota3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Product,funrice,,,,
LOC107276158,227.9586701,224.1977001,457.365929,579.0825227,372.1512055,1.198728023,0.227117078,5.27801798,1.31E-07,1.26E-06,glycine-rich protein DOT1,-,,,,
LOC4346094,161.3097369,145.254848,378.2725728,732.7686468,354.4014511,1.859451677,0.35231442,5.277818821,1.31E-07,1.26E-06,UDP-glucuronate 4-epimerase 6,-,,,,
LOC4336475,102.3882162,70.52228126,364.5172066,250.4829094,196.9776534,1.825983075,0.346216886,5.274101729,1.33E-07,1.29E-06,uncharacterized protein At4g19900,-,,,,
LOC4336615,569.8966752,270.51084,2633.006363,3190.048443,1665.86558,2.792278154,0.529502034,5.273404018,1.34E-07,1.29E-06,14 kDa proline-rich protein DC2.15,-,,,,
LOC107276332,40.56891586,36.83999767,136.4073823,170.6680162,96.12107802,1.989676175,0.377414267,5.27186265,1.35E-07,1.30E-06,adenylate isopentenyltransferase 3%2C chloroplastic,-,,,,
LOC4346727,0,0,44.70494043,81.51308238,31.5545057,8.414720213,1.596942773,5.269268478,1.37E-07,1.32E-06,peroxidase 57,-,,,,
LOC4352486,144.8889852,137.8868484,349.6155598,321.8068565,238.5495625,1.246117928,0.236617213,5.266387491,1.39E-07,1.34E-06,probable polygalacturonase%2C transcript variant X2,-,,,,
LOC107275773,50.22818154,37.89256903,173.0883591,157.9315971,104.7851767,1.905507634,0.362227166,5.260532094,1.44E-07,1.38E-06,uncharacterized LOC107275773%2C transcript variant X1,-,,,,
LOC4338724,106.2519225,124.2034207,290.0089725,298.0322075,204.6241308,1.352997969,0.257282376,5.258805486,1.45E-07,1.39E-06,membrane protein PM19L-like,-,,,,
LOC107277064,59.88744722,15.78857043,811.5666108,1607.336093,623.6446804,4.996361774,0.950730568,5.255286769,1.48E-07,1.41E-06,peroxidase 2,-,,,,
LOC9267869,9.659265681,4.210285448,112.3354913,62.833001,47.25951087,3.642763143,0.69316807,5.255237943,1.48E-07,1.41E-06,multicopper oxidase LPR1 homolog 5-like,OsLPR5,,,,
LOC107275490,22.21631107,23.15656996,107.7503692,113.7786775,66.72548194,2.288834901,0.435563276,5.254884947,1.48E-07,1.42E-06,uncharacterized LOC107275490,-,,,,
LOC107281100,10.62519225,18.94628452,182.2586033,83.2112716,73.76033791,3.167904955,0.60400533,5.24482947,1.56E-07,1.49E-06,cytochrome P450 94B3-like,-,,,,
LOC4350479,5.795559408,10.52571362,83.67847824,71.32394708,42.83092459,3.25505873,0.620691602,5.244244838,1.57E-07,1.49E-06,F-box protein FBX14-like,-,,,,
LOC9270179,222.1631107,164.2011325,586.8956282,447.4728585,355.1831824,1.417726766,0.270359061,5.243866292,1.57E-07,1.49E-06,histone H3.v1,-,,,,
LOC4338600,487.7929169,415.765688,860.8566734,1159.863235,731.0696282,1.162089019,0.221611611,5.243809255,1.57E-07,1.49E-06,RNA-binding protein BRN1,-,,,,
LOC107279948,9.659265681,4.210285448,72.215673,78.96579856,41.26275567,3.434329782,0.655011553,5.243159092,1.58E-07,1.50E-06,WD repeat-containing protein RUP2,-,,,,
LOC4341914,227.9586701,234.7234137,477.9989784,471.2475075,352.9821424,1.036778038,0.197924968,5.238237752,1.62E-07,1.54E-06,uncharacterized LOC4341914,-,,,,
LOC4325472,69.5467129,65.25942445,189.1362864,246.2374364,142.544965,1.693694099,0.32342001,5.23682532,1.63E-07,1.55E-06,reticulon-like protein B9,-,,,,
LOC4349991,60.85337379,58.94399627,212.0618969,176.6116785,127.1177364,1.695401952,0.323756157,5.236663194,1.64E-07,1.55E-06,uncharacterized LOC4349991,-,,,,
LOC107276022,205.742359,281.0365537,546.7758098,758.2414851,447.9490519,1.425357046,0.27224955,5.235479892,1.65E-07,1.56E-06,receptor-like serine/threonine-protein kinase SD1-8,SDK1,,,,
LOC4326078,155.5141775,146.3074193,490.6080642,342.1851271,283.653697,1.461338212,0.279198253,5.234052136,1.66E-07,1.57E-06,uncharacterized LOC4326078%2C transcript variant X1,-,,,,
LOC112937347,74.37634574,81.04799488,209.7693359,245.3883417,152.6455046,1.552830245,0.296767965,5.232472601,1.67E-07,1.58E-06,uncharacterized LOC112937347,-,,,,
LOC4329477,75.34227231,98.94170803,237.2800684,298.8813021,177.6113377,1.625320395,0.310712253,5.230950439,1.69E-07,1.59E-06,uncharacterized protein DDB_G0271670,CFL1,,,,
LOC9267566,1159.111882,1216.772495,2043.818174,2841.070559,1815.193277,1.040688543,0.199018653,5.229100536,1.70E-07,1.61E-06,U-box domain-containing protein 9,-,,,,
LOC107275991,25.11409077,23.15656996,121.5057355,107.8350152,69.40285287,2.245738944,0.430252606,5.219582429,1.79E-07,1.69E-06,probable pectinesterase 8,-,,,,
LOC4324106,411.484718,337.8754072,725.5955716,802.3944047,569.3375254,1.027842513,0.196984194,5.217893343,1.81E-07,1.70E-06,65-kDa microtubule-associated protein 3,OsMAP65-3.1,,,,
LOC4334306,171.9349291,101.0468508,424.1237938,419.4527364,279.1395775,1.625236953,0.311534528,5.216875837,1.82E-07,1.71E-06,uncharacterized LOC4334306,-,,,,
LOC4336908,36.70520959,13.68342771,186.8437254,145.195178,95.60688516,2.711080412,0.519725085,5.21637398,1.82E-07,1.72E-06,xyloglucan endotransglycosylase/hydrolase protein 8-like,-,,,,
LOC4326834,1.931853136,0,64.19170933,74.72032551,35.210972,6.116565223,1.172725909,5.215681838,1.83E-07,1.72E-06,ervatamin-B,-,,,,
LOC4345178,74.37634574,67.36456717,197.1602501,231.802828,142.6759978,1.59871716,0.306889001,5.209431272,1.89E-07,1.77E-06,transmembrane 9 superfamily member 11,-,,,,
LOC9267919,80.17190515,78.94285215,218.93958,225.8591658,150.9783758,1.483374113,0.28480127,5.208453287,1.90E-07,1.78E-06,uncharacterized LOC9267919,-,,,,
LOC4351500,315.8579878,289.4571246,573.1402619,652.9537536,457.852282,1.01913929,0.195703289,5.207573641,1.91E-07,1.79E-06,phytosulfokines 5-like,OsPSK5,,,,
LOC9266846,581.487794,444.1851148,1047.700399,1036.744517,777.529456,1.022178909,0.196660778,5.197675503,2.02E-07,1.88E-06,ribonucleoside-diphosphate reductase small chain,RNRS1|St1|SDL|NSL2,,,,
LOC9272643,141.0252789,105.2571362,346.1767182,314.165005,226.6560346,1.420040714,0.27326753,5.196521927,2.03E-07,1.89E-06,uncharacterized LOC9272643,ALEX1,,,,
LOC4350994,128.4682336,136.8342771,377.1262923,301.4285859,235.9643472,1.35291863,0.260483364,5.193877297,2.06E-07,1.92E-06,uncharacterized LOC4350994,-,,,,
LOC107276116,0.965926568,3.157714086,59.60658724,57.73843335,30.36716531,4.855386452,0.935041602,5.19269564,2.07E-07,1.93E-06,ADP-ribosylation factor,-,,,,
LOC4336013,743.7634574,1045.203363,1862.705851,1853.57353,1376.31155,1.055302797,0.203256116,5.191985454,2.08E-07,1.93E-06,sugar transport protein MST1-like,-,,,,
LOC4326512,117.8430413,97.88913667,278.5461673,283.5975991,194.4689861,1.380467188,0.265895434,5.191767184,2.08E-07,1.94E-06,probable glycerol-3-phosphate dehydrogenase [NAD(+)] 1%2C cytosolic,-,,,,
LOC9271885,46.36447527,23.15656996,145.5776265,341.3360325,139.1086761,2.806991614,0.540695775,5.191443583,2.09E-07,1.94E-06,uncharacterized LOC9271885,-,,,,
LOC4330744,150.6845446,122.098278,364.5172066,322.6559511,239.9889951,1.3302103,0.256560909,5.184773876,2.16E-07,2.01E-06,aspartic proteinase-like protein 1,-,,,,
LOC4326900,26.08001734,30.5245695,110.0429303,194.4426653,90.2725456,2.433070209,0.469817979,5.178750749,2.23E-07,2.07E-06,probable protein S-acyltransferase 4,-,,,,
LOC4331668,0.965926568,0,90.55616138,137.5533265,57.26885362,7.826951166,1.511762432,5.177368481,2.25E-07,2.08E-06,expansin-A20-like,-,,,,
LOC4347614,764.0479153,658.9096726,1257.469735,1606.486999,1071.72858,1.009785993,0.19507402,5.176424795,2.26E-07,2.09E-06,hydroxymethylglutaryl-CoA synthase,-,,,,
LOC107276614,114.9452616,119.9931353,308.3494609,276.8048422,205.023175,1.315484247,0.254132454,5.176372507,2.26E-07,2.09E-06,laccase-2,-,,,,
LOC4339978,515.8047873,407.3451171,955.9979568,897.4930008,694.1602155,1.004340931,0.194162293,5.172687824,2.31E-07,2.13E-06,protein DWARF AND LOW-TILLERING-like,ALEX1,,,,
LOC4324481,321.6535472,211.5668438,787.4947198,629.1791046,487.4735538,1.407406764,0.272230702,5.169904622,2.34E-07,2.16E-06,probable histone H2A.5,-,,,,
LOC4350632,389.2684069,318.9291227,747.3749015,691.163011,536.6838605,1.020835303,0.197635242,5.165249335,2.40E-07,2.21E-06,probable indole-3-acetic acid-amido synthetase GH3.13,-,,,,
LOC4340570,24.1481642,22.1039986,147.8701876,98.49497454,73.15433123,2.408192313,0.466307972,5.164381611,2.41E-07,2.22E-06,probable glucomannan 4-beta-mannosyltransferase 3%2C transcript variant X1,-,,,,
LOC4340928,37.67113615,26.31428405,139.8462239,134.1569481,84.49714805,2.094106715,0.405797872,5.160467467,2.46E-07,2.26E-06,protein tesmin/TSO1-like CXC 7%2C transcript variant X1,-,,,,
LOC107276243,7.727412545,1.052571362,57.31402619,131.6096643,49.42591859,4.408068461,0.854676813,5.157585176,2.50E-07,2.30E-06,glycolipid transfer protein 1,-,,,,
LOC4345748,74.37634574,68.41713853,214.3544579,201.2354221,139.5958411,1.539610308,0.298752844,5.153458251,2.56E-07,2.34E-06,serine/threonine-protein phosphatase PP1-like%2C transcript variant X1,-,,,,
LOC4339486,292.6757501,165.2537038,623.5766049,763.3360527,461.2105279,1.597786359,0.310215613,5.150567194,2.60E-07,2.38E-06,AP-1 complex subunit mu-2,-,,,,
LOC4352668,165.1734431,158.9382757,374.8337313,350.6760732,262.4053808,1.161353928,0.225587293,5.148135403,2.63E-07,2.41E-06,cyclin-D5-2-like,-,,,,
LOC9268458,381.5409944,479.9725411,890.659967,836.358189,647.1329229,1.003775074,0.195172082,5.143025919,2.70E-07,2.47E-06,uncharacterized LOC9268458,-,,,,
LOC4333455,417.2802774,521.0228242,1066.040887,888.1529601,723.1242372,1.058141893,0.205757761,5.142658475,2.71E-07,2.47E-06,cyclin-D5-1-like,-,,,,
LOC107278079,0.965926568,1.052571362,87.11731981,51.7947711,35.23264721,6.102747228,1.18762899,5.13859739,2.77E-07,2.52E-06,transcription factor ILI3-like,-,,,,
LOC4331704,270.4594391,219.9874147,504.3634305,580.780712,393.897749,1.14589233,0.22309578,5.136324542,2.80E-07,2.55E-06,uncharacterized LOC4331704%2C transcript variant X2,-,,,,
LOC9271691,26.08001734,30.5245695,119.2131745,123.9678128,74.94639352,2.105390793,0.410044872,5.134537557,2.83E-07,2.57E-06,uncharacterized LOC9271691%2C transcript variant X2,-,,,,
LOC4352859,226.9927435,249.4594128,566.2625787,470.3984129,378.278287,1.120293778,0.218326676,5.131273005,2.88E-07,2.61E-06,eomesodermin homolog,-,,,,
LOC9268959,175.7986354,222.0925574,489.4617837,433.0382501,330.0978066,1.213347377,0.236513456,5.130140991,2.90E-07,2.63E-06,RPM1-interacting protein 4,-,,,,
LOC9269273,78.24005201,53.68113946,216.647019,214.8209359,140.8472866,1.70648721,0.3328879,5.126311913,2.95E-07,2.68E-06,uncharacterized LOC9269273%2C transcript variant X1,-,,,,
LOC4330611,22.21631107,16.84114179,158.1867123,90.00402846,71.8120484,2.660447024,0.518981492,5.126284978,2.96E-07,2.68E-06,RING-H2 finger protein ATL40,ALEX1,,,,
LOC9268677,51.19410811,43.15542584,159.3329928,164.724354,104.6017202,1.778879623,0.347149258,5.124250105,2.99E-07,2.70E-06,GDP-fucose transporter 1,-,,,,
LOC4340322,88.86524426,93.67885122,228.1098242,315.0140996,181.4170048,1.576413844,0.307807078,5.121434679,3.03E-07,2.74E-06,uncharacterized LOC4340322%2C transcript variant X2,-,,,,
LOC4342809,56.02374095,33.68228359,173.0883591,182.5553407,111.3374311,1.983383505,0.388256637,5.108434264,3.25E-07,2.92E-06,DIMBOA UDP-glucosyltransferase BX8,-,,,,
LOC9272205,276.2549985,228.4079856,574.2865424,511.1549541,397.5261201,1.102815768,0.216104236,5.103165911,3.34E-07,3.00E-06,uncharacterized LOC9272205%2C transcript variant X4,-,,,,
LOC4332550,435.6328822,311.5611232,819.5905745,827.8672429,598.6629557,1.139620633,0.223374434,5.101840058,3.36E-07,3.02E-06,probable leucine-rich repeat receptor-like protein kinase IMK3,-,,,,
LOC9272436,26.08001734,27.36685541,131.8222602,107.8350152,73.27603705,2.162851188,0.424270272,5.097814597,3.44E-07,3.08E-06,E3 ubiquitin-protein ligase EL5-like,-,,,,
LOC4351296,0.965926568,10.52571362,90.55616138,93.40040689,48.86205212,4.025061613,0.789712757,5.096867914,3.45E-07,3.10E-06,uncharacterized LOC4351296%2C transcript variant X1,-,,,,
LOC107276074,0,0,34.38841571,85.75855542,30.03674278,8.344453596,1.638809302,5.091778272,3.55E-07,3.18E-06,disease resistance protein RPS2,-,,,,
LOC9272308,128.4682336,141.0445625,316.3734246,313.3159104,224.8005328,1.224879007,0.240862599,5.085384821,3.67E-07,3.28E-06,adenylyl-sulfate kinase 3,-,,,,
LOC4331667,78.24005201,67.36456717,198.3065306,311.6177212,163.8822177,1.810582655,0.356091994,5.084592425,3.68E-07,3.29E-06,expansin-A19-like,-,,,,
LOC4327049,31.87557675,37.89256903,132.9685408,136.7042319,84.86022961,1.952826989,0.384484173,5.079082906,3.79E-07,3.38E-06,sulfite exporter TauE/SafE family protein 2,-,,,,
LOC4331781,133.2978664,86.31085169,298.0329362,431.3400609,237.2454288,1.731701546,0.341026531,5.07790858,3.82E-07,3.40E-06,uncharacterized LOC4331781,-,,,,
LOC4347135,148.7526915,123.1508494,370.2486092,311.6177212,238.4424678,1.323380852,0.260966108,5.07108322,3.96E-07,3.51E-06,histone H4,OsPH9,,,,
LOC9271520,202.8445793,159.990847,404.6370249,434.7364394,300.5522226,1.20930417,0.238535358,5.069706142,3.98E-07,3.53E-06,fibrous sheath CABYR-binding protein,-,,,,
LOC4346476,133.2978664,124.2034207,314.0808635,295.4849236,216.7667686,1.241843812,0.245025742,5.06821773,4.02E-07,3.56E-06,WD repeat and HMG-box DNA-binding protein 1,-,,,,
LOC4333512,992.972512,946.2616545,1670.130723,2387.654038,1499.254732,1.066021398,0.210545998,5.063128297,4.12E-07,3.65E-06,auxin-responsive protein IAA12-like,OsIAA12,,,,
LOC4350207,12.55704538,2.105142724,76.80079509,129.0623804,55.13134091,3.796165088,0.749886433,5.062320004,4.14E-07,3.66E-06,polygalacturonase,-,,,,
LOC107275590,12.55704538,26.31428405,122.652016,109.5332044,67.76413748,2.585278513,0.511092221,5.058340568,4.23E-07,3.73E-06,putative disease resistance protein RGA3%2C transcript variant X2,-,,,,
LOC4340070,398.9276726,454.7108284,1106.160705,796.4507424,689.0624872,1.155152043,0.228508098,5.055190842,4.30E-07,3.79E-06,homeobox-leucine zipper protein HOX2-like,-,,,,
LOC4336526,139.0934258,46.31313993,1357.19614,1067.311922,652.4786571,3.70756801,0.734143859,5.050192769,4.41E-07,3.88E-06,vacuolar iron transporter homolog 2-like,-,,,,
LOC4332226,1570.5966,1322.029631,3340.261446,2478.507161,2177.848709,1.007565654,0.199528532,5.049732218,4.42E-07,3.89E-06,thaumatin-like protein 1,-,,,,
LOC9269310,95.62673024,83.1531376,224.6709827,306.5231535,177.493501,1.572980356,0.31156294,5.048676056,4.45E-07,3.91E-06,GDSL esterase/lipase At5g45910,-,,,,
LOC4346356,147.7867649,157.8857043,354.2006818,332.8450864,248.1795594,1.168097287,0.231501188,5.045750714,4.52E-07,3.97E-06,uncharacterized LOC4346356%2C transcript variant X2,-,,,,
LOC107278572,60.85337379,55.78628219,199.4528111,168.969827,121.2655735,1.656402008,0.32874843,5.038509254,4.69E-07,4.11E-06,protein RALF-like 33,-,,,,
LOC4343240,0.965926568,0,61.89914828,180.8571515,60.9305566,7.918699343,1.572967853,5.034241054,4.80E-07,4.20E-06,actin-depolymerizing factor 9-like,-,,,,
LOC4338760,324.5513269,257.8799837,600.6509945,610.4990232,448.3953321,1.055246471,0.209673198,5.032815261,4.83E-07,4.22E-06,LRR receptor-like serine/threonine-protein kinase ERECTA%2C transcript variant X1,-,,,,
LOC4329525,333.244666,263.1428405,683.1831922,596.9135095,469.121052,1.099874967,0.218583506,5.03182966,4.86E-07,4.24E-06,uncharacterized protein At4g22758,-,,,,
LOC107278152,77.27412545,78.94285215,216.647019,210.5754628,145.8598649,1.451232817,0.2886708,5.027293431,4.97E-07,4.34E-06,uncharacterized LOC107278152,-,,,,
LOC4343444,843.2538939,555.7576792,1531.43078,1586.108728,1129.13777,1.155385086,0.229849961,5.026692557,4.99E-07,4.35E-06,probable xyloglucan endotransglucosylase/hydrolase protein 8,-,,,,
LOC4332263,259.8342468,226.3028428,481.43782,519.6459002,371.8052025,1.042146495,0.207413287,5.024492464,5.05E-07,4.40E-06,HVA22-like protein i,-,,,,
LOC4327048,401.8254523,316.82398,805.8352082,699.6539571,556.0346494,1.064988987,0.212052873,5.022280397,5.11E-07,4.44E-06,uclacyanin 1,-,,,,
LOC4349582,19.31853136,23.15656996,91.7024419,131.6096643,66.44680187,2.400207041,0.478253599,5.018691012,5.20E-07,4.52E-06,uncharacterized LOC4349582%2C transcript variant X1,-,,,,
LOC4345786,134.263793,184.1999884,475.7064174,370.2052491,291.093862,1.409160009,0.281007618,5.014668362,5.31E-07,4.61E-06,cytochrome P450 76M5-like,-,,,,
LOC107275802,3.863706272,4.210285448,56.16774567,56.88933874,30.28276903,3.809464553,0.759798785,5.013780788,5.34E-07,4.63E-06,aspartic proteinase nepenthesin-1,-,,,,
LOC4347748,579.5559408,452.6056857,1297.589553,979.0060832,827.1893157,1.139537215,0.227383704,5.011516636,5.40E-07,4.68E-06,putrescine hydroxycinnamoyltransferase-like,-,,,,
LOC4328929,137.1615727,111.5725644,306.0568999,304.8249643,214.9040003,1.294745079,0.258374187,5.011123955,5.41E-07,4.69E-06,uncharacterized LOC4328929,-,,,,
LOC4349023,231.8223763,196.8308447,435.586599,495.8712511,340.0277678,1.120048363,0.223544841,5.010396826,5.43E-07,4.70E-06,microtubule-associated protein RP/EB family member 1C,-,,,,
LOC4334109,191.2534605,178.9371315,481.43782,378.6961952,307.5811518,1.213678594,0.242391478,5.007100919,5.53E-07,4.77E-06,uncharacterized LOC4334109,-,,,,
LOC4346181,24.1481642,32.62971222,331.2750714,106.9859206,123.7597171,2.946872235,0.588640169,5.006237069,5.55E-07,4.79E-06,disease resistance protein Pik-2-like,-,,,,
LOC4347067,104.3200694,106.3097076,325.5436688,247.086531,195.8149942,1.440228195,0.287898752,5.002551022,5.66E-07,4.88E-06,protein spotted leaf 11%2C transcript variant X2,-,,,,
LOC4340058,135.2297195,92.62627986,296.8866557,348.9778839,218.4301347,1.50221773,0.300564736,4.99798397,5.79E-07,4.99E-06,uncharacterized LOC4340058,-,,,,
LOC4333784,170.003076,103.1519935,414.9535496,381.243479,267.3380245,1.54055444,0.308253594,4.997685246,5.80E-07,4.99E-06,beta-glucuronosyltransferase GlcAT14B,-,,,,
LOC4341908,340.006152,352.6114063,868.880637,640.2173345,550.4288824,1.121848921,0.224710893,4.992410063,5.96E-07,5.12E-06,probable calcium-binding protein CML29,-,,,,
LOC4339543,0.965926568,0,122.652016,75.56942012,49.79684068,7.617879271,1.526005528,4.992039106,5.97E-07,5.13E-06,UDP-glycosyltransferase 84A3,EDR1,,,,
LOC4349497,184.4919745,170.5165607,364.5172066,452.5674261,293.023292,1.204304494,0.241306054,4.990776124,6.01E-07,5.16E-06,uncharacterized LOC4349497,-,,,,
LOC4331596,175.7986354,152.6228475,365.6634871,363.4124923,264.3743656,1.149458298,0.230374228,4.989526432,6.05E-07,5.19E-06,xyloglucan galactosyltransferase KATAMARI1 homolog,ALEX1,,,,
LOC4330757,147.7867649,179.9897029,359.9320845,392.281709,269.9975653,1.200637262,0.240691971,4.988272996,6.09E-07,5.22E-06,inactive TPR repeat-containing thioredoxin TTL3,-,,,,
LOC4327665,698.3649087,537.863966,1149.719365,1438.366266,956.0786266,1.066211179,0.213770796,4.987637217,6.11E-07,5.23E-06,mitochondrial outer membrane protein porin 3-like,-,,,,
LOC4329759,133.2978664,150.5177048,314.0808635,342.1851271,235.0203904,1.211269622,0.24287665,4.987180208,6.13E-07,5.24E-06,uncharacterized LOC4329759%2C transcript variant X2,-,,,,
LOC107278286,0,1.052571362,91.7024419,93.40040689,46.53885504,7.51933548,1.508691951,4.984009809,6.23E-07,5.32E-06,lipid transfer protein EARLI 1,-,,,,
LOC107277201,52.16003468,41.05028312,149.0164681,179.1589623,105.3464371,1.815814989,0.364332129,4.983955142,6.23E-07,5.32E-06,paramyosin%2C long form,-,,,,
LOC107276760,7.727412545,10.52571362,60.75286776,97.64587993,44.16296846,3.126255743,0.627279309,4.983833675,6.23E-07,5.32E-06,transposon Tf2-1 polyprotein,-,,,,
LOC4343574,166.1393697,158.9382757,338.1527545,403.3199389,266.6375847,1.191290954,0.239076521,4.982885595,6.26E-07,5.34E-06,equilibrative nucleotide transporter 3%2C transcript variant X4,-,,,,
LOC4332635,209.6060653,174.7268461,400.0519028,470.3984129,313.6958068,1.179928788,0.236818067,4.98242725,6.28E-07,5.35E-06,transcription factor bHLH148,-,,,,
LOC4346016,534.1573921,410.5028312,1008.726861,905.1348523,714.6304841,1.017155592,0.204180645,4.9816455,6.30E-07,5.36E-06,cyclin-dependent kinase B2-1-like,CDKB2;1|cdc2Os3|CDKB2,,,,
LOC107277733,80.17190515,78.94285215,206.3304943,225.8591658,147.8261043,1.442690228,0.290108495,4.972933413,6.59E-07,5.59E-06,RING-H2 finger protein ATL70,-,,,,
LOC4326921,82.10375829,64.20685308,236.1337879,201.2354221,145.9199553,1.576052061,0.317008919,4.971633176,6.64E-07,5.62E-06,membrane protein PM19L-like,-,,,,
LOC4339981,207.6742121,141.0445625,437.8791601,442.3782908,307.2440564,1.334060618,0.268607467,4.966580533,6.81E-07,5.76E-06,ribonucleoside-diphosphate reductase small chain,RNRS2,,,,
LOC4350358,263.6979531,444.1851148,865.4417955,978.1569886,637.870463,1.382514001,0.27852066,4.963775395,6.91E-07,5.84E-06,adenylate kinase 4-like,ALEX1,,,,
LOC4351321,64.71708006,57.89142491,209.7693359,171.5171108,125.9737379,1.63340315,0.329349671,4.959480132,7.07E-07,5.96E-06,probable chalcone--flavonone isomerase 3%2C transcript variant X1,-,,,,
LOC4336788,292.6757501,333.6651218,591.4807503,788.8088909,501.6576283,1.142246488,0.230423341,4.957164847,7.15E-07,6.03E-06,protein S-acyltransferase 21%2C transcript variant X2,-,,,,
LOC107275501,0.965926568,0,84.82475876,96.79678533,45.64686766,7.496265019,1.512475667,4.956288013,7.19E-07,6.05E-06,E3 ubiquitin-protein ligase dbl4,-,,,,
LOC4345989,162.2756634,170.5165607,345.0304377,384.6398575,265.6156298,1.134323636,0.228956879,4.954311232,7.26E-07,6.11E-06,IRK-interacting protein,-,,,,
LOC107275826,4.82963284,2.105142724,45.85122095,76.41851473,32.30112781,4.129639965,0.833809013,4.952740855,7.32E-07,6.15E-06,protein ALTERED XYLOGLUCAN 4,-,,,,
LOC4349952,35.73928302,29.47199814,120.359455,137.5533265,80.78101567,1.98330594,0.400594344,4.950908487,7.39E-07,6.21E-06,ankyrin repeat-containing protein ITN1%2C transcript variant X2,-,,,,
LOC4350559,86.93339113,54.73371083,260.2056789,215.6700305,154.3857028,1.743439036,0.352185988,4.950336167,7.41E-07,6.23E-06,uncharacterized LOC4350559,-,,,,
LOC4334106,32.84150331,35.78742631,159.3329928,118.0241505,86.49651824,2.012338981,0.406560351,4.94966854,7.43E-07,6.24E-06,protein NDH-DEPENDENT CYCLIC ELECTRON FLOW 5,-,,,,
LOC4349868,381.5409944,373.6628335,782.9095977,1744.040325,820.5384377,1.743524043,0.353145128,4.937131798,7.93E-07,6.64E-06,uncharacterized LOC4349868,-,,,,
LOC107276190,53.12596124,65.25942445,202.8916527,170.6680162,122.9862637,1.657601447,0.336057501,4.932493529,8.12E-07,6.79E-06,MADS-box protein SOC1%2C transcript variant X2,-,,,,
LOC4325096,308.1305752,212.6194151,643.0633738,582.4789012,436.5730663,1.232749037,0.250080263,4.929413548,8.25E-07,6.89E-06,uncharacterized LOC4325096,-,,,,
LOC4339185,417.2802774,363.1371199,710.6939247,923.8149336,603.7315639,1.067622192,0.216710404,4.926492568,8.37E-07,6.98E-06,cyclin-B1-5,-,,,,
LOC4348873,237.6179357,188.4102738,491.7543447,446.6237639,341.1015795,1.13705999,0.230965489,4.923073121,8.52E-07,7.09E-06,desumoylating isopeptidase 1%2C transcript variant X2,-,,,,
LOC4352719,147.7867649,122.098278,317.5197051,318.410478,226.4538065,1.235199824,0.250968742,4.921727761,8.58E-07,7.13E-06,F-box/LRR-repeat protein 17,-,,,,
LOC4336585,104.3200694,148.412562,491.7543447,311.6177212,264.0261743,1.66766034,0.338885174,4.921018878,8.61E-07,7.15E-06,ethylene-responsive transcription factor ERF038,OsDREB4-2|CR250|OsAP2,,,,
LOC4341236,161.3097369,136.8342771,332.4213519,346.4306001,244.2489915,1.186437158,0.241222689,4.918431036,8.72E-07,7.24E-06,CBL-interacting protein kinase 25-like,-,,,,
LOC4342013,248.243128,224.1977001,522.7039188,454.2656153,362.3525906,1.046107313,0.21314694,4.907916173,9.20E-07,7.61E-06,uncharacterized LOC4342013,-,,,,
LOC9269133,53.12596124,49.47085402,263.6445205,150.2897456,129.1327703,2.008032862,0.409625112,4.902123441,9.48E-07,7.83E-06,dirigent protein 2%2C transcript variant X1,-,,,,
LOC107278201,73.41041917,92.62627986,255.6205568,214.8209359,159.1195479,1.502368588,0.306765695,4.897446528,9.71E-07,8.00E-06,protein G1-like8,-,,,,
LOC107275446,1.931853136,3.157714086,35.53469624,98.49497454,34.7798095,4.733986095,0.966673542,4.897192165,9.72E-07,8.01E-06,uncharacterized LOC107275446,-,,,,
LOC112937857,599.8403988,599.9656764,1683.886089,1077.501058,990.2983056,1.201392701,0.245394914,4.89575224,9.79E-07,8.06E-06,uncharacterized LOC112937857,-,,,,
LOC4336552,173.8667823,218.9348433,411.514708,478.0402644,320.5891495,1.181879487,0.241426693,4.895396905,9.81E-07,8.07E-06,cationic amino acid transporter 6%2C chloroplastic,-,,,,
LOC4326777,116.8771147,121.0457066,295.7403751,268.3138962,200.4942732,1.244322039,0.254403316,4.891139223,1.00E-06,8.23E-06,protein IQ-DOMAIN 14,GW5L,,,,
LOC4331452,15.45482509,19.99885588,115.7743329,82.36217699,58.39754771,2.481913524,0.507432172,4.891123703,1.00E-06,8.23E-06,homeobox protein BEL1 homolog,OsHB22,,,,
LOC4337299,147.7867649,156.8331329,347.3229987,323.5050457,243.8619856,1.138434445,0.233177606,4.882263202,1.05E-06,8.59E-06,repressor of RNA polymerase III transcription MAF1 homolog%2C transcript variant X1,-,,,,
LOC4342003,29.94372361,28.41942678,127.2371381,109.5332044,73.78337324,2.017807396,0.413416239,4.880813104,1.06E-06,8.65E-06,non-specific lipid-transfer protein 2P,-,,,,
LOC4336380,81.13783172,92.62627986,214.3544579,253.8792878,160.4994643,1.433186627,0.294133493,4.87257202,1.10E-06,9.00E-06,uncharacterized LOC4336380,-,,,,
LOC4334906,179.6623417,211.5668438,422.9775133,405.8672227,305.0184803,1.083647306,0.22260708,4.867982213,1.13E-06,9.19E-06,uncharacterized LOC4334906,-,,,,
LOC4339099,340.9720785,221.039986,639.6245323,732.7686468,483.6013109,1.287309806,0.265385504,4.85071635,1.23E-06,9.97E-06,DNA replication licensing factor MCM3-like,-,,,,
