"GeneID" "Symbol" "LocusTag" "Synonyms" "description" "type_of_gene" "Other_designations" "RAPdb_ID" "funrice" "logFC.fls2DEG_germfree" "logFC.fls2DEG_microbiota" "logFC.fls2DEG_x_microbiota" "logCPM" "F" "PValue" "FDR"
"LOC4326572" 4326572 "LOC4326572" "OSNPB_010636400" "P0696E01.7" "epoxide hydrolase 3" "protein-coding" "epoxide hydrolase 3|Os01g0636400|hydrolase-like" "Os01g0636400" "-" -1.81279812562348 -0.670298388378587 1.14249973724489 5.78409086216293 41.1540361461096 8.12392489113321e-07 9.01182605973258e-05
"LOC4326573" 4326573 "LOC4326573" "OSNPB_010636500" "P0696E01.9" "polygalacturonase At1g48100" "protein-coding" "polygalacturonase At1g48100|Os01g0636500|polygalacturonase PG1-like" "Os01g0636500" "-" -1.52398682459362 0.0805975074131634 1.60458433200678 3.29348824353806 19.8811001931565 5.16563203836127e-05 0.00124188855138085
"LOC4326579" 4326579 "LOC4326579" "OSNPB_010638600" "-" "scopoletin glucosyltransferase" "protein-coding" "scopoletin glucosyltransferase|Os01g0638600|P0004A09.16|P0696E01.37|glucosyltransferase IS10a-like" "Os01g0638600" "UGT703A1" -1.38599473639426 0.418093131041597 1.80408786743585 3.63250509322532 22.0823629070541 2.73320134910029e-05 0.000837741106347231
"LOC4326605" 4326605 "LOC4326605" "OSNPB_010635200" "-" "protein RADIALIS-like 2" "protein-coding" "protein RADIALIS-like 2|Os01g0635200" "Os01g0635200" "-" -1.23631928619561 -0.0156067138119926 1.22071257238362 1.07280441414826 4.49498334924375 0.0280851087930369 0.0845328923738835
"LOC4326610" 4326610 "LOC4326610" "OSNPB_010617900" "-" "psbP domain-containing protein 5, chloroplastic" "protein-coding" "psbP domain-containing protein 5, chloroplastic|Os01g0617900|P0686E09.32-1|P0686E09.32-2|P0686E09.32-3" "Os01g0617900" "-" 0.610997527239737 -0.405656219793186 -1.01665374703292 3.56816645772411 9.7403365406887 0.00164638209739106 0.0122807977097245
"LOC4326612" 4326612 "LOC4326612" "OSNPB_010618100" "B1040D09.1" "probable aldo-keto reductase 1" "protein-coding" "probable aldo-keto reductase 1|Os01g0618100|putative auxin-induced protein" "Os01g0618100" "-" 1.75806733979313 -0.495032215061874 -2.25309955485501 4.69729877229313 35.5119531030129 1.80499766787733e-06 0.000151317055860059
"LOC4326627" 4326627 "LOC4326627" "OSNPB_010621200" "-" "probable GABA transporter 2" "protein-coding" "probable GABA transporter 2|Os01g0621200|P0407B12.40|proline transport protein 2-like" "Os01g0621200" "-" -0.480739077779663 -1.35482562657202 -0.874086548792357 0.995388640712539 15.1977347418507 0.000187847203756969 0.00287274378301395
"LOC4326734" 4326734 "LOC4326734" "OSNPB_010224700" "P0492F05.5" "indole-3-pyruvate monooxygenase YUCCA2" "protein-coding" "indole-3-pyruvate monooxygenase YUCCA2|Os01g0224700|P0417G05.39|putative flavin-containing monooxygenase YUCCA3" "Os01g0224700" "OsYUCCA4|OsYUC4" 0.823027208327841 -0.214356933409519 -1.03738414173736 2.55216651990588 12.0742386783935 0.000605829031890766 0.00624854681271904
"LOC4326745" 4326745 "LOC4326745" "OSNPB_010226600" "-" "S-type anion channel SLAH3" "protein-coding" "S-type anion channel SLAH3|Os01g0226600|P0443E07.25-1|P0443E07.25-2" "Os01g0226600" "-" 2.49536963636598 -1.2126399918244 -3.70800962819038 2.03994382489869 22.9393411862046 2.53886243398786e-05 0.000800458391728834
"LOC4326757" 4326757 "LOC4326757" "OSNPB_010246400" "-" "high molecular mass early light-inducible protein HV58, chloroplastic" "protein-coding" "high molecular mass early light-inducible protein HV58, chloroplastic|OSJNBa0004G10.20|Os01g0246400|putative early light-induced protein" "Os01g0246400" "ELIP" -4.14425008923244 1.48694576092073 5.63119585015317 -0.878904046274863 11.3873079211259 0.000937413154194935 0.00843514078231148
"LOC4326774" 4326774 "LOC4326774" "OSNPB_010190000" "-" "clavaminate synthase-like protein At3g21360" "protein-coding" "clavaminate synthase-like protein At3g21360|Os01g0190000|P0710E05.12|syringomycin biosynthesis enzyme -like" "Os01g0190000" "-" 1.08669486593611 -0.0567689661523247 -1.14346383208843 4.65444417050521 11.9500655590489 0.000762353513980424 0.0073075191182131
"LOC4326803" 4326803 "LOC4326803" "OSNPB_010339500" "-" "NAC transcription factor NAM-B2" "protein-coding" "NAC transcription factor NAM-B2|mucin-5AC|B1088D01.17|Os01g0339500|no apical meristem (NAM) protein-like" "Os01g0339500" "-" -0.65724221023761 -1.13750318451885 -0.48026097428124 1.42210579180458 37.9794524642159 7.28436766392493e-07 8.36520441850062e-05
"LOC4326804" 4326804 "LOC4326804" "OSNPB_010339600" "-" "uncharacterized LOC4326804" "protein-coding" "uncharacterized protein LOC4326804|Os01g0339600" "Os01g0339600" "-" 1.11919806742664 1.1220589322223 0.00286086479565416 0.47116582042617 21.9580467397981 2.36225467561415e-05 0.000764723001558887
"LOC4326814" 4326814 "LOC4326814" "OSNPB_010930950" "-" "tropinone reductase homolog At5g06060" "protein-coding" "tropinone reductase homolog At5g06060|OSJNBa0052O12.37|Os01g0930950|Os01g0931000|P0506E04.15|putative tropinone reductase homolog" "Os01g0930950" "-" -1.36398706328619 0.464820994377474 1.82880805766366 2.89018047490545 26.8872447024532 6.90747061787314e-06 0.000340697355940002
"LOC4326904" 4326904 "LOC4326904" "OSNPB_010279400" "P0003H10.5|P0003H10.7|mfs1" "protein ZINC INDUCED FACILITATOR-LIKE 1" "protein-coding" "protein ZINC INDUCED FACILITATOR-LIKE 1|OSJNBa0036E02.1|Os01g0279400|major facilitator superfamily antiporter|putative major facilitator superfamily antiporter" "Os01g0279400" "-" -1.042613913366 0.0328714975370462 1.07548541090305 0.722143594857303 5.87957027745708 0.0119463171257609 0.0475965487392088
"LOC4326913" 4326913 "LOC4326913" "OSNPB_010281100" "-" "uncharacterized LOC4326913" "protein-coding" "uncharacterized LOC4326913|uncharacterized protein LOC4326913|B1085F09.19|OSJNBa0036E02.20|Os01g0281100" "Os01g0281100" "-" -3.29725582436711 0.270085054689101 3.56734087905621 2.52039659964187 44.5263716932306 4.28842949678463e-07 6.07507440458993e-05
"LOC4326923" 4326923 "LOC4326923" "OSNPB_010700100" "MtN3-like|OsJ_03146|OsSWEET2b|P0047E11.3|SWEET2B" "bidirectional sugar transporter SWEET2b-like" "protein-coding" "bidirectional sugar transporter SWEET2b|LOC_Os01g50460|P0454A11.22" "Os01g0700100" "-" -2.14453140667094 -0.0945474023354354 2.0499840043355 0.999048182993012 20.0300338928877 4.2348838904439e-05 0.00107926964658844
"LOC4326932" 4326932 "LOC4326932" "OSNPB_010702000" "BBD1|OsBBD1|OsJ_03158|P0421H07.6" "bifunctional nuclease 1-like" "protein-coding" "bifunctional nuclease 1|LOC_Os01g50622|P0047E11.30|putative wound inducive" "Os01g0702000" "OsBBD1" 4.66728097267951 -0.442567603749945 -5.10984857642945 4.25906532858094 24.3678962506565 3.48726999799767e-05 0.000972144693706672
"LOC4326956" 4326956 "LOC4326956" "OSNPB_010927500" "-" "inactive leucine-rich repeat receptor-like protein kinase CORYNE" "protein-coding" "inactive leucine-rich repeat receptor-like protein kinase CORYNE|OSJNBa0093F16.31|Os01g0927500|systemin receptor-like" "Os01g0927500" "-" 0.979138177855341 -0.0447762872535156 -1.02391446510886 1.8132766531256 15.3759478099553 0.000176554502614207 0.0027505020685954
"LOC4326959" 4326959 "LOC4326959" "OSNPB_010928000" "-" "transcription factor ICE1" "protein-coding" "transcription factor ICE1|ABIVP1 transcription factor|OSJNBa0052O12.3|OSJNBa0093F16.39|Os01g0928000" "Os01g0928000" "OsbHLH001|OsICE2" -1.71909756596173 -0.267766974837525 1.4513305911242 -1.2287468342373 6.61563761815628 0.00787387525248757 0.0356417509312568
"LOC4326983" 4326983 "LOC4326983" "OSNPB_010329300" "-" "polygalacturonase At1g48100" "protein-coding" "polygalacturonase At1g48100|Os01g0329300|P0554D10.14|putative polygalacturonase PG2" "Os01g0329300" "-" -1.865398800904 -0.489280283413522 1.37611851749048 -0.484901387682437 13.0069411986946 0.000419472771446454 0.00488422694766964
"LOC4326994" 4326994 "LOC4326994" "OSNPB_010323300" "-" "CRS2-associated factor 2, chloroplastic" "protein-coding" "CRS2-associated factor 2, chloroplastic|cRS2-associated factor 2, chloroplastic|Chloroplastic group IIA intron splicing facilitator CRS2-associated factor 2|LOC_Os01g21990|OSJNBa0011P19.4|P0426D06.47|putative CRS2-associated factor 2" "Os01g0323300" "OsCAF2" 1.38294545599539 -0.542794199149046 -1.92573965514443 0.881339999424046 12.9630223128861 0.000426640321836832 0.00493544022673555
"LOC4327017" 4327017 "LOC4327017" "OSNPB_010760900" "-" "probable protein ABIL5" "protein-coding" "probable protein ABIL5|Abl interactor-like protein 5|LOC_Os01g55560|P0460E08.23|P0512C01.12" "Os01g0760900" "-" -1.75929467087681 0.111305797297088 1.8706004681739 -2.30297747016721 4.29410949093256 0.0317539222741666 0.0919330039070359
"LOC4327021" 4327021 "LOC4327021" "OSNPB_010761400" "-" "protein NRT1/ PTR FAMILY 1.2" "protein-coding" "protein NRT1/ PTR FAMILY 1.2|Os01g0761400|P0460E08.28|P0512C01.21|putative nitrite transporter|putative peptide transporter" "Os01g0761400" "-" -1.10077088623277 -0.665508657792172 0.435262228440602 -0.692147852969053 7.16096858411534 0.00585846190956451 0.0292310848704891
"LOC4327038" 4327038 "LOC4327038" "OSNPB_010784700" "-" "receptor-like serine/threonine-protein kinase SD1-8" "protein-coding" "receptor-like serine/threonine-protein kinase SD1-8|B1070A12.12|Os01g0784700|putative receptor-like protein kinase ARK1|receptor-like protein kinase ARK1" "Os01g0784700" "SDRLK-3" 1.0464385132322 -1.20047638470934 -2.24691489794153 -2.4752638344618 5.86256632091761 0.0120650111390353 0.0478839085200369
"LOC4327050" 4327050 "LOC4327050" "OSNPB_010786800" "-" "sulfite exporter TauE/SafE family protein 5" "protein-coding" "sulfite exporter TauE/SafE family protein 5|Os01g0786800|P0415A04.15|membrane protein-like" "Os01g0786800" "-" 0.528833234974295 -0.900775520517624 -1.42960875549192 1.68923845759737 11.1335519743538 0.000893303811025795 0.00817023061374054
"LOC4327073" 4327073 "LOC4327073" "OSNPB_010202500" "-" "B-box zinc finger protein 22" "protein-coding" "B-box zinc finger protein 22|Os01g0202500" "Os01g0202500" "-" 1.59160645253914 -0.749059742910876 -2.34066619545002 1.83535753616826 19.2523779039485 5.43620838127611e-05 0.00129001720920141
"LOC4327092" 4327092 "LOC4327092" "OSNPB_010206300" "CIPK13|OsCIPK13" "putative CBL-interacting protein kinase 13" "protein-coding" "putative CBL-interacting protein kinase 13|LOC_Os01g10870|OSJNBa0016I09.1|P0451C06.32|putative wpk4 protein kinase" "Os01g0206300" "-" -3.34140963157582 -0.519595761818922 2.8218138697569 -0.628282961320675 23.2223401166324 1.68912584515447e-05 0.000616096949089886
"LOC4327097" 4327097 "LOC4327097" "OSNPB_010207300" "-" "S-adenosylmethionine synthase 2-like" "protein-coding" "S-adenosylmethionine synthase 2-like|OSJNBa0016I09.10|Os01g0207300|putative S-adenosyl methionine synthetase" "Os01g0207300" "-" -5.66264015714381 -6.55508983443062 -0.892449677286813 -0.578841046334306 90.4714340228596 1.48387731966551e-09 1.0232258495136e-06
"LOC4327159" 4327159 "LOC4327159" "OSNPB_010775100" "-" "uncharacterized LOC4327159" "protein-coding" "uncharacterized protein LOC4327159|Os01g0775100|P0490D09.29-1|P0490D09.29-2" "Os01g0775100" "-" -1.29273263651696 0.767398366728943 2.06013100324591 6.11023405746185 23.4452083664613 2.53904659305024e-05 0.000800458391728834
"LOC4327169" 4327169 "LOC4327169" "OSNPB_010659900" "P0445H04.9" "F-box/kelch-repeat protein At3g61590" "protein-coding" "F-box/kelch-repeat protein At3g61590|Os01g0659900|P0684E06.20|fimbriata-like" "Os01g0659900" "OsFBK1" -0.410940837081403 1.2758899006451 1.6868307377265 4.22075793508879 66.4552676373962 1.44471079456608e-08 5.6798379973426e-06
"LOC4327177" 4327177 "LOC4327177" "OSNPB_010660900" "P0671D01.7" "uncharacterized LOC4327177" "protein-coding" "uncharacterized protein LOC4327177|Os01g0660900|P0445H04.32" "Os01g0660900" "-" 2.45423914752697 -0.889504521525877 -3.34374366905285 0.0291494288404861 21.3819818206363 2.7652717975755e-05 0.000841990617726463
"LOC4327179" 4327179 "LOC4327179" "OSNPB_010227200" "P0452F10.7" "proline-rich receptor-like protein kinase PERK1" "protein-coding" "proline-rich receptor-like protein kinase PERK1|Os01g0227200|putative brassinosteroid insensitive 1-associated receptor kinase 1" "Os01g0227200" "-" 0.953951695160734 -0.222065080835451 -1.17601677599619 6.1178914251489 23.6087445548351 1.71726181404483e-05 0.000623135655206098
"LOC4327181" 4327181 "LOC4327181" "OSNPB_010227400" "P0452F10.9" "cytochrome P450 71A1" "protein-coding" "cytochrome P450 71A1|Os01g0227400|putative Cytochrome P450 71A1" "Os01g0227400" "-" -0.0829616121591686 1.40413444457655 1.48709605673572 -0.616567320743432 13.0263468009531 0.000416348922197555 0.0048584339092228
"LOC4327187" 4327187 "LOC4327187" "OSNPB_010228400" "-" "pentatricopeptide repeat-containing protein At5g25630" "protein-coding" "pentatricopeptide repeat-containing protein At5g25630|Os01g0228400|P0452F10.21|putative leaf protein" "Os01g0228400" "-" -2.54531157087126 1.28192223295791 3.82723380382917 -0.745630771647847 11.3189746769112 0.000861770222434476 0.00794981543359672
"LOC4327212" 4327212 "LOC4327212" "OSNPB_010248300" "-" "pathogen-related protein" "protein-coding" "pathogen-related protein|Os01g0248300|P0034C11.19|putative pathogenesis related protein" "Os01g0248300" "-" 0.386387468569517 -0.765838918880674 -1.15222638745019 3.72268703481781 9.86720333008178 0.00162819073810472 0.0122064080741704
"LOC4327218" 4327218 "LOC4327218" "OSNPB_010249100" "EXP9|EXPA9|OsEXP9|OsEXPA9" "expansin-A9-like" "protein-coding" "expansin-A9|Alpha-expansin-9|LOC_Os01g14660|OSJNBa0049B20.24|OsaEXPa1.19|P0034C11.32|alpha-expansin 9|putative expansin Os-EXPA3" "Os01g0249100" "-" -2.05420931290194 0.0433085788568561 2.0975178917588 2.01916982779304 17.1775573181862 0.000121008406287837 0.00213816175393194
"LOC4327255" 4327255 "LOC4327255" "OSNPB_010923800" "-" "uncharacterized LOC4327255" "protein-coding" "uncharacterized protein LOC4327255|Os01g0923800|P0592G05.23|heat shock protein-like" "Os01g0923800" "-" -1.44769576128441 -0.250617183835352 1.19707857744906 -0.932342591231185 12.9605820538479 0.000427042584931401 0.00493582207762909
"LOC4327263" 4327263 "LOC4327263" "-" "-" "serine/arginine-rich-splicing factor SR34-like" "pseudo" "-" "-" "-" -0.512794651105922 1.14820553229126 1.66100018339718 3.34739480027841 39.3837500264272 5.70414261618919e-07 7.37051944221063e-05
"LOC4327270" 4327270 "LOC4327270" "OSNPB_010318400" "-" "sarcoplasmic reticulum histidine-rich calcium-binding protein" "protein-coding" "sarcoplasmic reticulum histidine-rich calcium-binding protein|B1153F04.11|Os01g0318400|P0028G04.35" "Os01g0318400" "-" -2.82050754212698 -0.268728087847346 2.55177945427963 4.21184916661114 15.6055713815812 0.000302954854864442 0.00394372455552166
"LOC4327287" 4327287 "LOC4327287" "OSNPB_010313300" "-" "ethylene-responsive transcription factor ERF071" "protein-coding" "ethylene-responsive transcription factor ERF071|B1011A07.39|Os01g0313300|putative ethylene response factor 2" "Os01g0313300" "-" -1.68497559641884 -0.0734483990085362 1.6115271974103 5.6663963792534 7.65951145837291 0.00597116881199464 0.0295730586338273
"LOC4327296" 4327296 "LOC4327296" "OSNPB_010316100" "-" "probable sarcosine oxidase" "protein-coding" "probable sarcosine oxidase|B1012D10.43|Os01g0316100|putative L-pipecolic acid oxidase" "Os01g0316100" "-" -0.687287352329038 0.393118487414154 1.08040583974319 1.86150415691741 6.44793643030594 0.00864232061733007 0.0381059322109561
"LOC4327325" 4327325 "LOC4327325" "OSNPB_010196300" "-" "uncharacterized LOC4327325" "protein-coding" "uncharacterized protein LOC4327325|Os01g0196300|P0498B01.36|bHLH transcription factor|basic helix-loop-helix protein-like" "Os01g0196300" "DPF" -1.16346394627384 -0.546154578814558 0.617309367459283 2.41355196215472 9.37378095978329 0.00213737671135911 0.0146269643917716
"LOC4327340" 4327340 "LOC4327340" "OSNPB_010198900" "-" "lachrymatory-factor synthase" "protein-coding" "lachrymatory-factor synthase|B1046G12.28|Os01g0198900" "Os01g0198900" "-" 0.0362585111010075 -1.54591362296454 -1.58217213406555 4.02752980994835 10.5058798413547 0.00152425497714359 0.0116995212629793
"LOC4327366" 4327366 "LOC4327366" "OSNPB_010837200" "-" "caffeoylshikimate esterase" "protein-coding" "caffeoylshikimate esterase|Os01g0837200|P0506B12.40|phospholipase-like protein" "Os01g0837200" "-" -1.24598011583302 -0.22355952321638 1.02242059261664 1.06836537428058 16.9102086929407 0.000105478754319107 0.00196013881801131
"LOC4327377" 4327377 "LOC4327377" "OSNPB_010838600" "ZFP19" "zinc finger protein ZAT12" "protein-coding" "zinc finger protein ZAT12|Os01g0838600|P0031D11.18|zinc finger transcription factor ZFP19" "Os01g0838600" "-" -1.12803984185651 -0.861709787422479 0.266330054434031 2.50073773119359 15.2172766829733 0.000204373815259638 0.00303718870252616
"LOC4327388" 4327388 "LOC4327388" "OSNPB_010840100" "-" "probable mediator of RNA polymerase II transcription subunit 37c" "protein-coding" "probable mediator of RNA polymerase II transcription subunit 37c|70 kDa heat shock protein|70kDa heat shock protein|Os01g0840100|P0031D11.41|P0408C03.16|putative HSP70" "Os01g0840100" "-" -2.31055487669474 1.89347502760446 4.2040299042992 6.64753047322876 43.8522696827113 9.25692606687584e-07 9.89238118564966e-05
"LOC4327401" 4327401 "LOC4327401" "OSNPB_010832600" "P0460C04.8" "probable 2-oxoglutarate-dependent dioxygenase At5g05600" "protein-coding" "probable 2-oxoglutarate-dependent dioxygenase At5g05600|Os01g0832600|putative anthocyanidin synthase" "Os01g0832600" "-" 0.485639760185846 -1.41618801355616 -1.90182777374201 0.411071911277614 6.91973070436521 0.00666826293897312 0.0319823002171703
"LOC4327403" 4327403 "LOC4327403" "OSNPB_010833000" "-" "pentatricopeptide repeat-containing protein At5g39980, chloroplastic" "protein-coding" "pentatricopeptide repeat-containing protein At5g39980, chloroplastic|Os01g0833000|P0460C04.13|putative PPR protein" "Os01g0833000" "-" 0.898807861246779 -0.781150044805568 -1.67995790605235 -1.0231106521985 5.5039407647377 0.0149045479718625 0.0549749152152004
"LOC4327469" 4327469 "LOC4327469" "OSNPB_010846800" "P0005H10.6" "ultraviolet-B receptor UVR8" "protein-coding" "ultraviolet-B receptor UVR8|Os01g0846800|P0446B05.34|UVB-resistance protein UVR8-like" "Os01g0846800" "-" -2.79279146458536 -0.0754027958348647 2.71738866875049 3.28910175065808 64.0378275794652 2.89559322064086e-08 8.69784147872052e-06
"LOC4327515" 4327515 "LOC4327515" "OSNPB_010825800" "-" "amino acid transporter AVT6C" "protein-coding" "amino acid transporter AVT6C|Os01g0825800|P0439E11.18-1|P0439E11.18-2|amino acid transporter-like protein|putative N system amino acids transporter NAT-1|sodium-coupled neutral amino acid transporter 5" "Os01g0825800" "-" 1.74910148919809 -0.124683441490265 -1.87378493068835 3.18209158000655 9.76148949521632 0.00207344363076135 0.0143456112900554
"LOC4327522" 4327522 "LOC4327522" "OSNPB_010827300" "B1088C09.5|LAC3|OsJ_03932" "laccase-3-like" "protein-coding" "laccase-3|Benzenediol:oxygen oxidoreductase 3|Diphenol oxidase 3|LOC_Os01g61160|Urishiol oxidase 3|putative laccase" "Os01g0827300" "OsChI1" -0.891725171994022 -1.01105156357046 -0.119326391576443 6.13646737549162 21.7227185111987 3.73028183035769e-05 0.00100732681265437
"LOC4327533" 4327533 "LOC4327533" "OSNPB_010802700" "OsPIN5|OsPIN9|PIN5|PIN9" "probable auxin efflux carrier component 9" "protein-coding" "probable auxin efflux carrier component 9|LOC_Os01g58860|P0003D09.37|probable auxin efflux carrier component 5|putative auxin transporter PIN1" "Os01g0802700" "OsPIN9" -1.03160001581197 0.644226555394657 1.67582657120663 4.87043738958257 10.4116888424444 0.00151054571682176 0.0116176436114824
"LOC4327539" 4327539 "LOC4327539" "OSNPB_010804400" "-" "cytochrome P450 94B3" "protein-coding" "cytochrome P450 94B3|Os01g0804400|P0034E02.42|putative cytochrome P450-dependent fatty acid hydroxylase" "Os01g0804400" "-" -1.00616421760235 1.2708996371657 2.27706385476805 1.69043731390667 40.8155557588511 4.47806875315746e-07 6.23524427327665e-05
"LOC4327552" 4327552 "LOC4327552" "OSNPB_010806200" "P0702B09.3" "F-box protein At2g26850" "protein-coding" "F-box protein At2g26850|F-box protein At2g32560|F-box family protein-like|Os01g0806200" "Os01g0806200" "-" -1.32531527660257 -0.351242382968078 0.974072893634493 4.08781846805266 23.1739427966854 2.06949236511738e-05 0.000707491162264042
"LOC4327616" 4327616 "LOC4327616" "OSNPB_010822800" "-" "RING-H2 finger protein ATL74" "protein-coding" "RING-H2 finger protein ATL74|Os01g0822800|P0485B12.31|putative RING-H2 zinc finger protein" "Os01g0822800" "-" 2.21346965425128 -0.668705110170304 -2.88217476442158 1.93681247746394 17.993389198678 9.69552319036402e-05 0.00186609155486819
"LOC4327644" 4327644 "LOC4327644" "OSNPB_010172100" "OsPPT3|PPT3" "phosphoenolpyruvate/phosphate translocator 3, chloroplastic-like" "protein-coding" "phosphoenolpyruvate/phosphate translocator 3, chloroplastic|LOC_Os01g07730|P0583G08.29|putative glucose-6-phosphate/phosphate- translocator" "Os01g0172100" "-" 1.53125143277001 0.339398867387949 -1.19185256538206 3.82696713935277 13.8741448792306 0.000403210200757407 0.00473094505260252
"LOC4327669" 4327669 "LOC4327669" "OSNPB_010705700" "-" "transcription factor bHLH13" "protein-coding" "transcription factor bHLH13|Os01g0705700|P0684B02.32|P0692C11.13|bHLH protein-like" "Os01g0705700" "OsOsbHLH010|OsMYL1" -0.600289711969672 1.60230894927859 2.20259866124826 -0.856639808352661 8.01545253810336 0.00376273192164129 0.0214565317124852
"LOC4327708" 4327708 "LOC4327708" "OSNPB_010254000" "GBP|P0705D01.9" "GTP-binding protein SAR1A" "protein-coding" "GTP-binding protein SAR1A|Os01g0254000|putative small GTP-binding protein Bsar1a" "Os01g0254000" "OsSar1c" -0.891055689919726 0.293883453294232 1.18493914321396 6.62117625480038 36.0185336758913 1.03807111577491e-06 0.000106037402691001
"LOC4327711" 4327711 "LOC4327711" "OSNPB_010254300" "P0711E10.4" "putative pectinesterase/pectinesterase inhibitor 22" "protein-coding" "putative pectinesterase/pectinesterase inhibitor 22|Os01g0254300|P0705D01.14|putative pectinesterase" "Os01g0254300" "-" -0.236636606908552 -1.09327321630754 -0.856636609398989 0.762585842898879 10.1169572984011 0.00138920139623517 0.0109828515326212
"LOC4327719" 4327719 "LOC4327719" "OSNPB_010256500" "-" "protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial" "protein-coding" "protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial|Os01g0256500|P0711E10.36|indole-3-acetic acid-induced protein ARG2|zinc induced protein|zinc inducible protein -like" "Os01g0256500" "RAMY" 1.02553024031124 -0.0514601557541746 -1.07699039606542 8.74559996551569 12.0688170787829 0.000693893370862483 0.00689355086459964
"LOC4327728" 4327728 "LOC4327728" "OSNPB_010609300" "ABCG36|OsABCG36|OsPDR9|P0410E03.7|PDR3|pdr9" "ABC transporter G family member 34-like" "protein-coding" "ABC transporter G family member 36|aBC transporter G family member 36|ABC1 protein-like|LOC_Os01g42380|P0410E03.8-1|P0410E03.8-2|PDR-like ABC transporter|Pleiotropic drug resistance protein 9|putative ABC1 protein" "Os01g0609300" "Ospdr9|OsABCG36" -0.599617643056393 0.657067243401231 1.25668488645762 5.01667967710442 13.0297921245719 0.000462528175534725 0.0052262165024283
"LOC4327738" 4327738 "LOC4327738" "OSNPB_010919900" "B1793G04.1|OsJ_04566|OsSSI2|SSI2" "stearoyl-[acyl-carrier-protein] 9-desaturase 2, chloroplastic-like" "protein-coding" "stearoyl-[acyl-carrier-protein] 9-desaturase 2, chloroplastic|Acyl-[acyl-carrier-protein] desaturase 2|LOC_Os01g69080|P0678F11.28|SSI2 homolog|Stearoyl-ACP desaturase 2|putative stearoyl-Acyl-carrier protein desaturase" "Os01g0919900" "OsSSI2" -0.609800179758735 0.464978592630483 1.07477877238922 4.398813936681 7.4787711567454 0.00529707267412989 0.027190442677507
"LOC4327742" 4327742 "LOC4327742" "OSNPB_010920300" "B1793G04.7" "uncharacterized RNA methyltransferase pc1998" "protein-coding" "uncharacterized protein LOC4327742|Os01g0920300|P0678F11.34" "Os01g0920300" "-" 0.663679284554743 -0.351867018228908 -1.01554630278365 4.34356721479801 9.67876388372531 0.00176731479567461 0.012891512618708
"LOC4327757" 4327757 "LOC4327757" "OSNPB_010307500" "HKT1.5|HKT1;5|HKT8|OsHKT1;5|OsHKT8|OsJ_01471|SKC1" "cation transporter HKT8-like" "protein-coding" "cation transporter HKT8|LOC_Os01g20160|OSJNBb0022N24.25|OSJNOa173H09.1|cation transporter HKT1;5|putative high affinity potassium transporter 2" "Os01g0307500" "OsHKT1;5|SKC1|OsHKT8|OsHK1;5" -0.445578530850244 0.914468375942484 1.36004690679273 4.30232508549089 11.1110859153789 0.00103843372827647 0.00906941760592721
"LOC4327761" 4327761 "LOC4327761" "OSNPB_010309800" "OJ1116_C07.8" "transcriptional regulatory protein LGE1" "protein-coding" "transcriptional regulatory protein LGE1|OSJNBa0008D05.31|Os01g0309800|P0551A11.11" "Os01g0309800" "-" 0.0669119779558011 -1.06037238264837 -1.12728436060417 3.31970153001282 14.4980957929231 0.0002530841018904 0.00351192262138905
"LOC4327783" 4327783 "LOC4327783" "OSNPB_010235900" "-" "uncharacterized LOC4327783" "protein-coding" "uncharacterized protein LOC4327783|Os01g0235900|P0708G02.17|peptide transporter protein -like" "Os01g0235900" "-" -1.05243412537568 -0.321747548330494 0.730686577045188 0.408914905613101 6.28003645413621 0.00949703655768997 0.0407491762118813
"LOC4327845" 4327845 "LOC4327845" "OSNPB_010782200" "-" "sphingosine kinase 2" "protein-coding" "sphingosine kinase 2|B1100D10.23|Os01g0782200|putative sphingosine kinase" "Os01g0782200" "-" 0.152197405483371 -0.96982338991273 -1.1220207953961 4.42913140312908 16.1434887365024 0.000147454707438179 0.00242140918221884
"LOC4327887" 4327887 "LOC4327887" "OSNPB_010775400" "CKX5|OsCKX5|P0413G02.1" "cytokinin dehydrogenase 5-like" "protein-coding" "cytokinin dehydrogenase 5|Cytokinin oxidase 5|LOC_Os01g56810|P0490D09.33|putative cytokinin oxidase" "Os01g0775400" "-" -1.10118288069898 0.434299677770092 1.53548255846907 1.63819652418406 15.1248750795821 0.000192695783753116 0.00292700516071352
"LOC4327888" 4327888 "LOC4327888" "OSNPB_010775500" "-" "jacalin-related lectin 3" "protein-coding" "jacalin-related lectin 3|Os01g0775500" "Os01g0775500" "-" -0.656927030351635 0.555543749183154 1.21247077953479 2.35372195246877 12.2527890467591 0.000563931511585172 0.00597848018377839
"LOC4327901" 4327901 "LOC4327901" "OSNPB_010777500" "-" "inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP1" "protein-coding" "inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP1|Os01g0777500|P0413G02.31|inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2" "Os01g0777500" "-" -0.292063301624505 -1.22487263504613 -0.932809333421624 2.41460060070231 10.8723102695297 0.00108447440988322 0.009291865663394
